datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,AQI
02-01-2019,29,9,19.5,27.7,9,19.2,8.5,54.5,0,0,0,22,9.2,92.1,1020.3,17,5.4,227.5,19.6,8,0.87,Clear,141
03-01-2019,29.9,9,20.6,28.9,9,20.4,11.3,59.7,0,0,0,19.1,7.7,102.4,1020.7,18.2,5.1,226,19.5,8,0.9,Clear,144
04-01-2019,29,13,21,27.9,13,20.9,13,63.9,0,0,0,28.8,9.4,110.4,1019.9,13.4,5.1,224.5,19.4,8,0.94,Clear,147
05-01-2019,29.9,13,21.4,29,13,21.2,13.5,65.2,0,0,0,25.2,9.2,126.9,1018.5,5.3,5,225.1,19.4,8,0.97,Clear,145
06-01-2019,28.1,14,21.3,28.2,14,21.4,15.2,70.9,0,0,0,27.4,9.2,130.8,1017,10.4,4.2,222.1,19.2,8,0,Clear,155
07-01-2019,28.9,13,21.4,28.1,13,21.3,13.9,66.2,0,0,0,24.1,9.5,86.7,1016.4,6.6,4.4,223.2,19.3,8,0.04,Clear,153
08-01-2019,28.2,15.5,20.8,27.2,15.5,20.6,12,61,0,0,0,25.6,11.2,48.5,1017,6,4.6,228,19.5,8,0.07,Clear,151
09-01-2019,29,9,20.2,27.6,9,19.9,9,53.9,0,0,0,19.4,10.8,71.3,1016.5,3.4,5.1,232.6,20.3,8,0.11,Clear,148
10-01-2019,28.1,11.4,20.4,27.6,11.4,20.3,10.8,56.4,0,0,0,25.9,9.2,89.4,1016.5,4.8,4.9,233.1,20.4,8,0.14,Clear,146
11-01-2019,29.4,15,22.1,28.8,15,22,15.1,67.8,0,0,0,28.8,9.4,123.5,1016.8,3.5,4.7,227.1,19.6,8,0.17,Clear,152
12-01-2019,29,17,22.4,29.8,17,22.5,17.1,74.3,0,0,0,31.3,11.2,124.3,1016.7,11.4,3.9,225.9,19.6,8,0.2,Clear,158
13-01-2019,29.1,15,22.5,30.1,15,22.6,15.8,68.8,0,0,0,32,10.6,118.4,1017.1,9.9,4.7,228.7,19.7,8,0.24,Clear,147
14-01-2019,29,14,21.7,28.7,14,21.6,14.4,66.8,0,0,0,28.8,9.7,117.1,1016.6,2.2,4.8,228.5,19.7,8,0.25,Clear,147
15-01-2019,28.9,16,22.2,28.4,16,22.2,14.7,65.3,0,0,0,28.8,11,80.5,1017.5,5.6,4.9,229.9,19.7,8,0.3,Clear,148
16-01-2019,29,15,22.1,28.6,15,21.9,13.4,61.5,0,0,0,24.8,9.4,90.8,1017.4,9.6,4.8,232.7,20,8,0.34,Clear,154
17-01-2019,29.9,13,21.6,29.5,13,21.5,13.9,66.5,0,0,0,21.2,5.4,66.6,1016,0.4,4.8,235.7,20.5,8,0.37,Clear,146
18-01-2019,30.9,13,22.3,29.7,13,22.2,14.1,64.1,0,0,0,22.7,10.6,86.9,1016.3,2.5,4.6,235.7,20.5,8,0.4,Clear,146
19-01-2019,28.9,14,22.1,28.3,14,22.1,14,62.7,0,0,0,26.3,11,101.4,1017.5,2.8,4.6,234.6,20.2,8,0.44,Clear,154
20-01-2019,30,13.1,22.2,28.8,13.1,22,12.3,57.8,0,0,0,23.8,14.8,88.3,1018,2.2,4.8,237.3,20.5,8,0.47,Clear,152
21-01-2019,31.9,12,22.4,30.4,12,22.1,13.1,61.3,0,0,0,26.6,9,127.9,1016.6,0,5.1,239.4,20.7,8,0.5,Clear,130
22-01-2019,32.7,15,23.5,30.9,15,23.1,11,49.2,0,0,0,35.3,9.2,153.9,1016,2.6,5.7,241.4,21.1,9,0.54,Clear,94
23-01-2019,30,17,23.2,30.1,17,23.3,16.8,69.5,0,0,0,24.8,10.1,135.8,1015.9,22.5,4.6,234.1,20.2,8,0.57,Partially cloudy,112
24-01-2019,29.9,17,23.6,31.6,17,24,18,72.5,0,0,0,24.8,10.8,128.8,1016.2,43.3,4.5,197,17.1,8,0.6,Partially cloudy,111
25-01-2019,32.8,18,24.6,33.2,18,24.8,17.6,68.6,0,0,0,37.1,11.9,152.1,1015.1,50,5.3,182.5,15.8,7,0.64,Partially cloudy,84
26-01-2019,28,20,23,31.3,20,23.2,20.4,85.7,10,100,8.33,40.3,11.5,123.4,1015.8,64.9,4.5,138.2,11.8,5,0.67,"Rain, Partially cloudy",67
27-01-2019,21,18.8,19.8,21,18.8,19.8,18.7,93.2,0.2,100,4.17,33.5,15.5,54.1,1017.9,78.1,2.7,44,3.6,3,0.71,"Rain, Partially cloudy",83
28-01-2019,22,17.9,19.2,22,17.9,19.2,17.3,88.6,0,0,0,37.4,11,61,1019.3,75,2.8,151.2,13.1,5,0.75,Partially cloudy,142
29-01-2019,26,14,19.4,26,14,19.4,12.5,67.8,0,0,0,29.2,10.1,60.1,1019.2,17.5,4.8,246.9,21.4,9,0.77,Clear,134
30-01-2019,27,10,19,26.3,10,18.9,7,49.9,0,0,0,21.2,9.2,78.9,1018.9,2.8,5.5,253.4,22,9,0.81,Clear,105
31-01-2019,28,13,20.7,28.3,13,20.7,13.7,66,0,0,0,36,11.3,124.5,1017.9,13.4,5.4,232.7,20.1,9,0.84,Clear,118
01-02-2019,29,17,22.6,29.1,17,22.6,15.7,68.4,0,0,0,29.2,11.2,126.3,1017.3,24,4.8,211,18.3,8,0.88,Partially cloudy,130
02-02-2019,29,14,22.2,29.1,14,22.2,15.3,67.9,0,0,0,28.4,14.8,123.1,1016.2,8.2,4.6,245.3,21.2,9,0.91,Clear,119
03-02-2019,29,16,23,29.3,16,23,15.6,65.7,0,0,0,31,14,119.1,1017.6,7.5,4.8,227.4,19.6,8,0.95,Clear,122
04-02-2019,29,17.4,23.3,29.4,17.4,23.4,16.8,69.1,0,0,0,33.8,12.5,121.5,1019.5,16,4.6,222.6,19.3,8,0.98,Clear,116
05-02-2019,30.9,17,24.1,30.1,17,24,15.1,60.2,0,0,0,23.8,7.9,119.9,1018.6,19.3,5.3,246.9,21.4,9,0,Clear,117
06-02-2019,32,16,24.4,32.5,16,24.6,16.3,63.6,0,0,0,26.6,13,129.5,1015.5,15.4,5,234.7,20.4,9,0.05,Clear,134
07-02-2019,34.8,20,26.2,35.3,20,26.2,16.2,56.9,0,0,0,39.6,14.8,154.7,1014.3,23.4,5.6,228.8,19.8,8,0.08,Partially cloudy,118
08-02-2019,29.9,20,24.2,29.3,20,24.1,15.4,61.3,0,0,0,25.9,17.6,336.1,1015.6,37.4,5.5,193,16.6,8,0.11,Partially cloudy,117
09-02-2019,28.9,18,22.8,28,18,22.6,10.7,48.9,0,0,0,31.7,11.2,60.3,1017,17.2,5.6,243,21,9,0.15,Clear,132
10-02-2019,30.9,15.5,23.7,30.5,15.5,23.6,10.9,44.9,0,0,0,24.8,9.5,96.6,1018.1,8.4,5.9,251.8,21.8,9,0.18,Clear,130
11-02-2019,30.1,20.7,25,32.4,20.7,25.6,18.6,68.9,0,0,0,34.2,14.8,117.5,1018.4,38.2,5,169.7,14.8,6,0.22,Partially cloudy,114
12-02-2019,30.1,19,24.3,30.6,19,24.5,18.4,72,0,0,0,31.7,14.4,117.5,1019.3,20.9,4.9,240.8,20.9,9,0.25,Partially cloudy,128
13-02-2019,31.1,17,24.6,29.5,17,24.3,14.9,59.8,0,0,0,29.5,14.4,120.7,1019.9,19.3,4.9,259.1,22.2,9,0.25,Clear,132
14-02-2019,33.2,18,25.4,33.2,18,25.5,17.1,63.8,0,0,0,28.4,12.6,139.3,1016.8,15.6,5.3,254.1,21.8,9,0.32,Clear,130
15-02-2019,34.9,18,27.3,35.5,18,27.5,16.7,55,0,0,0,38.5,14.4,174.2,1015.1,12,5.8,217.5,18.9,9,0.35,Clear,96
16-02-2019,33.9,20,26.2,33.4,20,26.2,17.3,61.6,2,100,4.17,23,11.2,37.5,1015,22.7,5.5,244.1,21,9,0.39,"Rain, Partially cloudy",92
17-02-2019,33.9,20,26.7,33,20,26.9,17.3,61.1,0,0,0,27.4,11.2,135.4,1014,36.9,5.5,239,20.8,8,0.42,Partially cloudy,105
18-02-2019,31.9,21,26.5,34,21,27.2,18.1,62,0,0,0,28.4,12.2,107.4,1013,31.6,5.6,253.9,21.9,9,0.45,Partially cloudy,116
19-02-2019,34.9,21,27.7,37,21,29.3,20.4,66.6,0,0,0,32,12.4,133,1013.8,27.5,5.4,238.8,20.6,9,0.5,Partially cloudy,122
20-02-2019,33.1,21,26.9,35.9,21,27.9,19.8,67.2,0,0,0,37.1,14.4,132.8,1016.9,28.4,5.3,245.4,21.1,9,0.52,Partially cloudy,82
21-02-2019,34.9,20,27.5,34.5,20,27.5,16.8,56.4,0,0,0,34.6,12.6,145,1018.8,10.6,5.8,265.9,23.1,9,0.55,Clear,82
22-02-2019,36.3,19,28.5,36.1,19,28.3,15.5,50.1,0,0,0,26.3,64.8,124.9,1016.6,11.5,5.6,256,22.2,9,0.59,Clear,94
23-02-2019,37.8,20,29,37.4,20,28.9,15.2,46.1,0,0,0,22.3,9.4,168,1014.2,32.8,5.8,263.7,22.7,9,0.62,Partially cloudy,125
24-02-2019,37.9,21,29.8,37.1,21,29.3,13.3,38.9,0,0,0,31,10.8,191.5,1012,13.1,5.9,259.6,22.3,9,0.65,Clear,105
25-02-2019,38,22.6,30,36.9,22.6,29.4,12,34.9,0,0,0,39.6,13.8,216.9,1011.1,22.2,5.8,263,22.7,9,0.69,Partially cloudy,101
26-02-2019,35,18,27.1,33.3,18,26.9,14.3,50.2,0,0,0,23.8,12.2,70,1010.5,25.6,5.9,264.5,22.8,9,0.75,Partially cloudy,120
27-02-2019,32,21,26.3,33.6,21,27.1,20.5,72.5,0,0,0,26.6,10.6,80.8,1010.4,41.7,4.9,248.8,21.6,9,0.75,Partially cloudy,109
28-02-2019,33.8,22,27.1,32.3,22,26.7,15.6,54.7,0,0,0,31,14.8,70.4,1011.9,22.1,5.6,256,22.2,9,0.79,Partially cloudy,111
01-03-2019,32.5,21,26.9,34.9,21,27.8,19,64.4,0,0,0,30.6,14.8,121,1012.1,40.1,5.6,208.3,17.9,7,0.82,Partially cloudy,119
02-03-2019,32.1,22,27,35.7,22,28.3,20.9,70.9,0,0,0,41.8,14.8,126.2,1013.5,45.1,5.6,220.7,19.1,8,0.85,Partially cloudy,74
03-03-2019,35.8,21,28.3,37.8,21,29.6,19.8,62.5,0,0,0,31.3,15.5,154.4,1012.1,36.9,5.7,220.2,19,8,0.89,Partially cloudy,68
04-03-2019,37.9,21,29.4,38,21,29.7,17.5,54.6,0,0,0,36.7,16,219.2,1009.8,25.8,6,263,22.8,9,0.92,Partially cloudy,77
05-03-2019,35.1,21,28.2,35.1,21,28.1,16.3,52.6,0,0,0,33.5,14.4,312.2,1009.8,5.4,6,278.8,24.1,9,0.95,Clear,126
06-03-2019,35,18,27.1,33.1,18,26.2,9.9,37.5,0,0,0,27.7,12.8,313.5,1011.1,2.6,5.9,287.1,24.9,10,0,Clear,135
07-03-2019,35.1,17,27.3,33.2,17,26.5,10.7,38.7,0,0,0,27.4,11.2,76.8,1011.2,3,5.9,289.3,24.9,10,0.02,Clear,139
08-03-2019,34.6,21,28.2,35.5,21,28.8,17,52.8,0,0,0,25.2,11.2,99.6,1013.3,31.7,5.3,273.4,23.4,9,0.06,Partially cloudy,144
09-03-2019,35.1,20,28.6,37.8,20,30.2,19.9,61.8,0,0,0,27.4,14.2,125.8,1013.8,31.6,5.5,245.1,21.2,8,0.09,Partially cloudy,114
10-03-2019,38.7,20,29.3,39.9,20,30.7,19.9,61.5,0,0,0,29.2,14.2,130.7,1013.8,42.2,5.4,261.5,22.7,9,0.13,Partially cloudy,101
11-03-2019,38.8,21,30.1,40,21,31.4,19.5,57,0,0,0,31,13,143.1,1014.4,40.3,5.6,241.7,20.8,9,0.16,Partially cloudy,87
12-03-2019,38,21,30.3,38.3,21,30.6,17.4,50,0,0,0,31.7,14.8,154.8,1014.3,34.1,5.7,213.4,18.4,9,0.19,Partially cloudy,96
13-03-2019,38.9,21,31,38.4,21,30.6,14,38.5,0,0,0,36.7,16.4,170,1013.9,35.4,5.8,235,20.3,9,0.23,Partially cloudy,103
14-03-2019,38.8,22,30.8,37.4,22,30.1,12.5,34.7,0,0,0,34.9,13.1,196.2,1014.6,30.1,5.9,258,22.2,9,0.25,Partially cloudy,99
15-03-2019,37.9,21,30.7,36.5,21,29.8,11.9,33.7,0,0,0,33.1,16.4,160.9,1015,24.2,5.9,284.6,24.6,10,0.3,Partially cloudy,106
16-03-2019,37.1,20,29.7,35.6,20,29,11.4,34.2,0,0,0,36.7,17.6,148.7,1014.1,8.8,5.9,294.3,25.5,10,0.33,Clear,96
17-03-2019,36.5,21,29.1,35.7,21,29,16.2,49.4,0,0,0,32.4,16.4,136.7,1014.7,12.9,5.9,294.8,25.6,10,0.37,Clear,95
18-03-2019,34.2,21,28,34,21,28,15,47.6,0,0,0,39.2,22.3,135.4,1013.9,11.5,6,299.1,25.9,10,0.4,Clear,94
19-03-2019,37.9,20,29.2,38.4,20,30.2,19,58.4,0,0,0,37.4,18.4,144.5,1011.9,17.5,5.8,282.4,24.4,10,0.44,Clear,70
20-03-2019,37.9,22,29.5,40.3,22,30.8,20.4,61.8,0,0,0,40.7,16.2,135.7,1011.2,25,5.5,246.3,21.3,9,0.47,Partially cloudy,90
21-03-2019,38,22,29.7,40.1,22,30.6,19.4,58.9,0,0,0,36.4,14.8,140,1012.7,31.1,5.5,248.8,21.3,9,0.5,Partially cloudy,93
22-03-2019,37.8,21,29.5,38.8,21,30.7,19.4,57.7,0,0,0,34.2,14.8,134.8,1013.5,34.3,5.8,272.4,23.5,9,0.54,Partially cloudy,76
23-03-2019,37.9,24,30.6,40.4,24,32,19.5,54.3,0,0,0,23,14.2,124.4,1012.9,44.2,5.9,262,22.8,9,0.57,Partially cloudy,94
24-03-2019,37.3,22,31,37.9,22,31.9,18.2,50.1,0,0,0,26.6,11.3,123.7,1012.4,36.1,5.6,247.2,21.5,8,0.6,Partially cloudy,113
25-03-2019,37,24,30.8,37.9,24,31.5,18.2,49.9,0,0,0,31.3,18,122,1012.6,21.1,5.9,268.9,23.2,9,0.64,Partially cloudy,105
26-03-2019,38.8,24,31.2,39.9,24,32.3,18.2,48.2,0,0,0,27,14.8,146.4,1013.1,34.8,5.9,272.1,23.4,9,0.67,Partially cloudy,113
27-03-2019,39,25,31.7,38.9,25,32.3,17.5,46.1,0,0,0,32,14.4,148.8,1014.6,31.8,5.8,260.6,22.5,9,0.7,Partially cloudy,104
28-03-2019,39.8,22,31.4,40.1,22,31.7,16.5,44.1,0,0,0,24.8,13.9,122.4,1013.6,22.5,5.7,273.1,23.4,9,0.75,Partially cloudy,120
29-03-2019,38.5,22,31.6,38.3,22,31.8,15.9,41.2,0,0,0,25.2,14.8,118.4,1011.9,19.3,5.8,290.3,24.9,9,0.77,Clear,128
30-03-2019,40.2,23,31.8,40.7,23,32,16.5,44.4,0,0,0,26.3,14.8,149.5,1011.2,14.1,5.9,291.8,25.2,9,0.8,Clear,130
31-03-2019,41.1,24.2,32.9,40.2,24.2,32.6,14.8,37.1,0.1,100,4.17,41,18.4,231.9,1010.9,34.9,5.9,277.6,24,9,0.83,"Rain, Partially cloudy",123
01-04-2019,40.8,25.2,33.2,39.4,25.2,32.8,14.2,34.9,0,0,0,22,13,183.1,1010.9,38,5.9,281.7,24.4,10,0.87,Partially cloudy,99
02-04-2019,40.8,25,32.6,41.2,25,33.3,16.7,41.3,0,0,0,31,14.4,180,1010.7,43.8,5.9,266.2,23,10,0.9,Partially cloudy,113
03-04-2019,39,24,30.7,44.9,24,33.2,21.3,59.9,0,0,0,32,14.8,128.4,1011.3,44,5.6,251.8,21.7,9,0.93,Partially cloudy,104
04-04-2019,38.4,23,30.8,43.5,23,33.1,20.2,55.2,0,0,0,33.8,12.6,147.3,1012.8,38.2,5.7,277.9,24,9,0.96,Partially cloudy,98
05-04-2019,37.9,24,30.3,37.5,24,30.6,16.3,46.2,11,100,4.17,26.6,18.4,276,1013.7,53.8,5.5,279.9,24.2,9,0,"Rain, Partially cloudy",85
06-04-2019,38.1,23,28.4,38,23,28.6,17.9,57.3,8,100,4.17,32.8,14.8,227.7,1012.6,46,5.4,283.5,24.6,10,0.03,"Rain, Partially cloudy",85
07-04-2019,39.5,23,30.5,39.8,23,31.3,18.9,54.8,0,0,0,37.1,14.8,166.7,1011.3,43.9,5.9,278.3,24,9,0.07,Partially cloudy,73
08-04-2019,39,23.5,29.9,41,23.5,30.8,17.6,48.7,0,0,0,34.2,16.1,175.4,1010.2,41.9,5.7,254.5,21.9,9,0.1,Partially cloudy,77
09-04-2019,37.2,23,29.1,40.1,23,30.7,19.6,58.2,0,0,0,31.7,14.6,168.3,1010.9,45.4,5.6,269,23.3,10,0.14,Partially cloudy,88
10-04-2019,38.7,24,30.9,39.5,24,31.7,17.9,49.1,0,0,0,27,16,173.9,1011.8,39.9,5.9,281.8,24.4,9,0.17,Partially cloudy,98
11-04-2019,39.9,25,32.1,40.2,25,32.7,17.2,46.5,0,0,0,31.3,11.2,169.3,1011.1,39.5,5.7,290,25.1,10,0.21,Partially cloudy,77
12-04-2019,40.8,25,31.6,42.5,25,32.8,17.5,45.8,3,100,4.17,37.1,25.9,126.6,1011.3,36.1,5.8,289.7,24.7,9,0.24,"Rain, Partially cloudy",83
13-04-2019,38.9,25,31.8,40.1,25,32.6,18.7,50.5,0,0,0,23.4,11.2,127.8,1011.2,45.8,5.7,273,23.5,9,0.25,Partially cloudy,93
14-04-2019,39.8,24,32.3,41.2,24,32.9,17.3,44.2,0,0,0,21.2,11.2,152.8,1011.2,41.1,5.7,260.7,22.6,9,0.32,Partially cloudy,95
15-04-2019,39.9,25.1,32.8,40,25.1,33,15.8,38.5,0,0,0,28.8,69.6,201.9,1010.7,33.7,6.1,283.9,24.6,9,0.35,Partially cloudy,89
16-04-2019,38.1,25.8,32.1,37.6,25.8,31.5,13.4,33.5,0,0,0,31,18.4,136.9,1010.9,27.6,5.9,313.4,27.1,10,0.39,Partially cloudy,102
17-04-2019,38.9,23,31.8,42.3,23,32.7,16.3,40.5,0,0,0,31,16.9,160.4,1010.8,35.9,6.1,267.9,23.1,9,0.42,Partially cloudy,82
18-04-2019,39.7,24,31.1,42.6,24,33,19.6,52.4,0,0,0,32.8,20.5,106.8,1011,41.1,5.8,257.6,22.1,8,0.46,Partially cloudy,106
19-04-2019,36.1,23.5,29.2,42.7,23.5,31.5,20.9,62.6,21,100,12.5,37.1,18.4,128.8,1010.3,48,5.7,256.3,22,9,0.5,"Rain, Partially cloudy",79
20-04-2019,38,24,29.2,43,24,31.5,21.3,64.9,0,0,0,34.9,15.3,157,1008.9,42.4,5.8,265.7,23,9,0.53,Partially cloudy,62
21-04-2019,38.8,23,30.8,42.9,23,32.6,20.2,56.6,0,0,0,34.2,16.6,183.5,1008.1,44.3,5.7,236.8,20.4,8,0.56,Partially cloudy,62
22-04-2019,35,22.6,28.8,40.4,22.6,31.3,20.9,63.6,3,100,4.17,37.1,21.9,140.5,1009.2,49.8,5.5,271.5,23.5,10,0.59,"Rain, Partially cloudy",63
23-04-2019,37.9,22,30,38.5,22,30.7,18,52.4,0,0,0,33.5,17.6,145.4,1010.5,43.9,5.7,260.6,22.5,9,0.62,Partially cloudy,98
24-04-2019,39,21,31.7,39.3,21,32.1,16.8,44.7,0,0,0,28.8,11.2,136.8,1011.1,28.6,5.9,282.2,24.5,10,0.66,Partially cloudy,80
25-04-2019,41,24,33.3,41.3,24,33.8,16.5,39.7,0,0,0,24.5,9.9,144.4,1010.2,36.6,6.4,279.3,24.1,10,0.69,Partially cloudy,103
26-04-2019,41,28,34.3,42.5,28.6,35,16.8,37.4,0,0,0,26.3,11.7,171.4,1009,27.9,6.1,285.5,24.6,9,0.72,Partially cloudy,101
27-04-2019,41.8,25,33.9,42.8,25,34.6,16.7,38.4,0,0,0,28.8,14.8,167.4,1008.6,34.8,6.3,262.4,22.8,9,0.75,Partially cloudy,119
28-04-2019,41.9,27,33.9,44.3,28.2,35.7,18.7,42.8,0,0,0,31.3,16,165,1008.5,49.1,5.8,255,21.9,9,0.78,Partially cloudy,108
29-04-2019,41.3,27,34.2,44.2,29.2,36.7,19.7,46,0,0,0,31.3,11.2,158.2,1007.9,38.8,5.7,270.6,23.5,8,0.82,Partially cloudy,98
30-04-2019,40.1,27,33.3,43.5,28.2,36,20,47.7,0,0,0,32.4,13,235,1007,51.4,5.9,270.7,23.5,9,0.85,Partially cloudy,90
01-05-2019,40.9,27,33.1,41.7,28.5,34.3,17.9,43.8,0.3,100,4.17,30.2,20.7,257.3,1005.5,52.9,5.6,273,23.6,9,0.88,"Rain, Partially cloudy",94
02-05-2019,41,27,34.3,39.7,27.5,34,14.1,33,0,0,0,44.3,22.9,291.5,1004.6,51.4,5.8,262.5,22.6,9,0.91,Partially cloudy,115
03-05-2019,40,26,33.7,39.5,26,33,12.5,28.4,0,0,0,44.6,18.4,274.2,1006.3,44.6,6.2,305.5,26.5,10,0.95,Partially cloudy,118
04-05-2019,39.9,26,32.9,38.6,26,32.3,13.1,32.2,0,0,0,43.9,22.7,274.9,1009.6,41.5,6.7,288.9,25.1,10,0.98,Partially cloudy,108
05-05-2019,40.6,25,33.1,39.1,25,32.2,11.5,27.8,0,0,0,43.2,22.3,293.4,1010.9,44,6.8,285.5,24.8,10,0,Partially cloudy,102
06-05-2019,40.2,25,33.6,38.7,25,32.6,11.3,26.9,0,0,0,40.3,13,336.5,1009.4,43.2,6.4,267.2,23.2,10,0.05,Partially cloudy,114
07-05-2019,41,28,34.2,39.9,27.6,33.3,12.2,27.8,0,0,0,33.8,13.3,359.4,1007.6,50.2,6.6,252.7,22,10,0.08,Partially cloudy,130
08-05-2019,41,29,34.8,40.1,28.2,33.8,12.1,26.4,0,0,0,47.5,18.9,344.3,1007.7,42.9,6.8,292.5,25.3,10,0.12,Partially cloudy,133
09-05-2019,40.9,29,34.5,40,27.9,33.7,12.6,27.4,0,0,0,41.4,19.8,338.2,1007.5,35.2,6.7,248.7,21.4,8,0.16,Partially cloudy,127
10-05-2019,40.8,28,34.5,40.5,27.8,34.1,14.1,30.3,0,0,0,38.2,17,326.8,1007.7,29,6.5,241.8,20.9,8,0.19,Partially cloudy,125
11-05-2019,40.9,26,33,41.9,26,34.7,19.2,47.2,5,100,8.33,48.2,23.9,88.1,1009.4,35.8,5.9,227.7,19.7,8,0.23,"Rain, Partially cloudy",120
12-05-2019,39.8,25,31.7,42.4,25,33.1,19.5,51.6,0,0,0,27,16.6,187.2,1009.3,51.5,6,229.1,19.7,9,0.25,Partially cloudy,91
13-05-2019,41.7,25.9,33.9,42.8,25.9,35.3,18.2,42.3,0,0,0,28.4,13,133.5,1007.6,31.8,6.4,254.2,21.9,8,0.3,Partially cloudy,102
14-05-2019,39.7,26,33.9,42.1,26,35.3,18.2,41,0,0,0,31.3,19.4,160.9,1007.8,47.8,6.3,217.2,18.9,8,0.33,Partially cloudy,90
15-05-2019,39.8,26,32.9,43.2,26,35.2,19.5,47.5,0,0,0,33.5,21.9,162.2,1008.7,37.9,6.5,254.4,21.9,8,0.37,Partially cloudy,107
16-05-2019,41,26,33.9,40.3,26,34.1,16,38.9,0,0,0,27.4,18.4,247.3,1010,36.9,6.3,251.6,21.7,8,0.41,Partially cloudy,86
17-05-2019,40.5,26,34,43.2,26,36.2,19.3,45.1,0,0,0,32,13.1,146.7,1009.5,30.7,6.4,229.2,20,8,0.44,Partially cloudy,112
18-05-2019,40.9,26,34.3,41.4,26,34.6,15.9,36.6,0,0,0,36.7,18.4,12.7,1008.6,32,6.2,229.1,19.6,8,0.48,Partially cloudy,112
19-05-2019,43.7,28,35.5,43.7,28.3,35.6,15.1,31.5,0,0,0,32.4,17.5,97,1008.4,39,6,245,21.1,8,0.5,Partially cloudy,134
20-05-2019,41.8,27,35,44.2,29.2,37.5,19.4,42.7,1,100,4.17,23.8,15.7,129.8,1009.3,41.8,6.2,220.1,19,7,0.54,"Rain, Partially cloudy",109
21-05-2019,41.7,25.3,34.6,44.8,25.3,37.5,20.1,46.2,21,100,8.33,27.7,25.9,179.6,1009,45.4,5.9,224.9,19.5,8,0.58,"Rain, Partially cloudy",109
22-05-2019,40.9,27,33.7,44.4,28.5,36.3,20,46.4,0,0,0,22.7,14.8,211.4,1008.7,47.1,6.1,238.6,20.6,8,0.61,Partially cloudy,103
23-05-2019,41.8,27,34.4,46,29.6,38.1,21.2,48.6,0,0,0,23.8,16.6,191.3,1007.7,48.1,6,200.8,17.5,8,0.64,Partially cloudy,102
24-05-2019,40.9,27.9,34,44,29.7,36.4,19.8,45.4,0,0,0,27,14.8,281.9,1008.7,40,6.3,250.3,21.5,8,0.67,Partially cloudy,82
25-05-2019,41.8,29,35.3,43.5,29.8,36.7,17.9,37.7,0,0,0,38.9,15.1,303,1007,30.8,6.5,265.6,23.1,8,0.71,Partially cloudy,114
26-05-2019,42.9,31,36.4,43.5,31.4,37.3,16.9,33.3,0,0,0,30.2,16,253.9,1005.6,29.9,6.5,264,22.7,9,0.75,Partially cloudy,126
27-05-2019,42,29,35.1,44.4,30,37.4,19,40.6,0,0,0,37.1,22.3,253.2,1006,34.3,6.1,259.9,22.3,8,0.77,Partially cloudy,109
28-05-2019,42.1,30.3,36.5,43.7,32.4,38.1,17.9,35.5,0,0,0,31,14.4,151.4,1005.6,39.2,6.5,256.5,22.3,8,0.8,Partially cloudy,110
29-05-2019,41.9,29,35.3,46.5,30.8,38.9,20.4,43.7,0,0,0,34.6,15.5,130.1,1004.8,37.2,6.6,228.5,19.9,8,0.83,Partially cloudy,124
30-05-2019,39.9,27,33.6,45.3,30.1,38.3,22.6,55,0,0,0,29.2,22.3,135.7,1005.4,40.2,5.9,217.1,19,7,0.87,Partially cloudy,118
31-05-2019,40.9,29,35.2,45.6,32,38.9,21.1,45.8,0,0,0,29.5,15.1,169.5,1005,37.6,6.1,231.1,20.1,8,0.9,Partially cloudy,100
01-06-2019,34.3,29,32.1,39.1,30.8,34.8,20.6,50.6,0,0,0,27.7,16.6,269.9,1007.5,59.3,5.8,101.9,8.7,6,0.93,Partially cloudy,86
02-06-2019,41.9,29,33.6,45.1,30.8,36.4,20.2,47.4,3,100,4.17,46.4,18.8,204.9,1006,46.2,5.6,241.6,21,8,0.96,"Rain, Partially cloudy",112
03-06-2019,39.9,24.6,30.5,46.4,24.6,33.3,22,63.4,8,100,4.17,40,22.3,263.2,1007.1,48,5.3,236.5,20.4,8,0,"Rain, Partially cloudy",79
04-06-2019,36.8,24,30.8,45.3,24,34.9,22.9,64.3,0,0,0,27.7,13,245.2,1006.3,47.2,5.5,266.3,23.1,9,0.03,Partially cloudy,64
05-06-2019,39.9,27,33.5,45.5,29.6,38,22.4,54.6,0,0,0,33.1,14.8,263.1,1005.5,37.6,5.9,231.1,20,8,0.07,Partially cloudy,76
06-06-2019,42,26.5,33.4,49,26.5,37.5,21.7,51.6,0.1,100,4.17,40.7,22.3,226.1,1005.8,45.2,5.6,228.8,19.7,8,0.1,"Rain, Partially cloudy",102
07-06-2019,39.8,25,33,45.7,25,36.7,21.5,52.9,0,0,0,33.1,14.8,247.5,1006.2,48.3,5.5,237.6,20.6,8,0.14,Partially cloudy,75
08-06-2019,34.9,22,28.5,42.7,22,31.8,23,74.3,28,100,12.5,41,33.5,303.1,1007.4,64.4,4.9,110,9.3,5,0.17,"Rain, Partially cloudy",63
09-06-2019,38.9,27,32.3,45.7,30.6,37.6,23.6,62.4,1.4,100,4.17,31.7,18.2,256.2,1005.5,49.9,5.5,271.4,23.3,8,0.21,"Rain, Partially cloudy",76
